"Menu","Resto","Nutri score","Eco score","Vegetarien spcécifé","Origine","Prix etudiant","Prix doctorant","Prix visiteur","Prix campus","Prix /100g","Prix etudiant /100g","Prix unique","Prix demi portion","Prix (non traité)","date"
"[Salad'Bar] Viande et poisson - Composez vous-même votre salade - Sélection de salades composées, crudités, légumineuses, céréales, condiments, protéines animalesOrigin: Viande - Suisse / Poisson - FAO27","Ornithorynque","c-","c","","Viande - Suisse / Poisson - FAO27","","","","","2.5"," 2.30","","","2.50 CHF/100gE 2.30 CHF","10/21/2022"
"Penne à la sauce napolitaine, câpres et olives vegetarian","Ornithorynque","a","b","1","","5.9","7","9","8","","","","","E 5.90 CHFD 7.00 CHFC 8.00 CHFV 9.00 CHF","10/21/2022"
"Fillet of plaice with lemon and sweet potato sauce and spinachOrigin: NO","PUUR","a","d","","NO","","","","","","","15.90","","15.90 CHF","10/21/2022"
"Endives au gratin with Gruyère AOC, béchamel sauce with fine herbs and rice with vegetables vegetarian","PUUR","d+","d","1","","","","","","","","14.90","","14.90 CHF","10/21/2022"
"Fresh pasta ""Maison"" with pork chopped with broccoli and Grana Padano cheese
Origin: CH","PUUR","b","e","","CH","","","","","","","","","PUUR","10/21/2022"
"Rumsteak de boeuf sauce béarnaise  pommes frites et salade verteOrigin: CH","PUUR","b-","e","","CH","","","","","","","16.90","","16.90 CHF","10/21/2022"
"Buffet de salade","PUUR","","","","","","","","","","","3.10","","3.10 CHF","10/21/2022"
"Farfalle crema di zucchini and squid julienne","Piano","b+","d","","","8.6","9.9","13.5","11","","","","","E 8.60 CHFD 9.90 CHFC 11.00 CHFV 13.50 CHF","10/21/2022"
"Venison stew and hunting garnishOrigin: EU","Piano","a-","e","","EU","13.8","14.9","16.9","14.9","","","","","E 13.80 CHFD 14.90 CHFC 14.90 CHFV 16.90 CHF","10/21/2022"
"Notre carte de Pizzas:
Assortiment varié (4 saisons, Reine,  buffalina...)Origin: CH","Piano","b-","e","","CH","","","","","","","14.90","","14.90 CHF","10/21/2022"
"Buffet chaud du moment:
Assortiment de légumes, ravioles, viandes braisées, gratin...Origin: CH","Piano","b-","e","","CH","","","","","2.9","","","","2.90 CHF/100g","10/21/2022"
"Creamy Risotto Casserole with Cream of Squash vegetarian","Piano","c","c","1","","8.1","8.8","11.3","9.9","","","","","E 8.10 CHFD 8.80 CHFC 9.90 CHFV 11.30 CHF","10/21/2022"
"Buffet froid du moment:
Assortiment de crudités, cuidités, féculent,pizzas, protéines...Origin: CH","Piano","a-","e","","CH","","","","","2.9","","","","2.90 CHF/100g","10/21/2022"
"Salade verte Fruits frais au choixFarfalle crema di zucchini et julienne de calamars","Piano","a-","c","","","9.7","12.1","15.2","13.2","","","","","E 9.70 CHFD 12.10 CHFC 13.20 CHFV 15.20 CHF","10/21/2022"
"Pizza aux poivrons vegetarian","Satellite","","","1","","","","","","","","4.50","","4.50 CHF","10/21/2022"
"Tartine chaude - Camembert vegetarian","Satellite","","","1","","","","","","","","5.00","","5.00 CHF","10/21/2022"
"Sandwichs
Végan, Végétarien, Crudités, Pomme-noix, Fromage aux herbes, Chèvre, Parmesan, Gruyère, Jambon-fromage, Jambon, Roastbeef, Viande séchée parmesan, Chorizo, Saumon","Satellite","","","","","","","","","","","5.00","","5.00 CHF","10/21/2022"
"RICE POKE BOWLS
(Riz sushi, jeunes pousses, Carottes colorées, Choux fleur pickles, Radis, Concombre, Julienne de pois gourmand, Wakame, Pousse de soja, Tofu frit et Crevette panées coco, Tempura de légumes)Origin: CH / Thaïlande","Zaha","a-","e","","CH / Thaïlande","12.5","13.8","15.8","13.8","","","D 13.80","8.2","D 13.80 CHFC 13.80 CHFV 15.80 CHF½ 8.20 CHFE 12.50 CHF","10/21/2022"
"NODDLES POE BOWLS
(Nouilles Soba, Maïs et pois, Choux rouges, Pousse mango, Julienne de pois gourmand, Basilic Thaï, Carottes croquantes et Tofu frit) vegetarian","Zaha","b+","c","1","","12.5","13.8","15.8","13.8","","","D 13.80","8.2","D 13.80 CHFC 13.80 CHFV 15.80 CHFE 12.50 CHF½ 8.20 CHF","10/21/2022"
"Crème à la Courge et sa garniture			
Huile de courge","Alpine","c","a","","","8.1","8.8","11.3","9.9","","","","","E 8.10 CHFD 8.80 CHFC 9.90 CHFV 11.30 CHF","10/24/2022"
"Gnocchi with Pesto Verde
Grated cheese
Salad of the day","Alpine","b","b","","","8.6","9.9","12.4","11","","","","","E 8.60 CHFD 9.90 CHFC 11.00 CHFV 12.40 CHF","10/24/2022"
"Sweet potato curry with coconut milk
Golden semolina
Roasted parsnips","Alpine","b-","c","","","10.5","11","12.5","11.5","","","","","D 11.00 CHFE 10.50 CHFC 11.50 CHFV 12.50 CHF","10/24/2022"
"Risotto with wild mushrooms
Parmesan shavings
Salad of the day","Alpine","b+","c","","","12.5","13","14.5","13.5","","","","","E 12.50 CHFD 13.00 CHFC 13.50 CHFV 14.50 CHF","10/24/2022"
"Trofie with Vegetable Carbonara Sauce with Tofu and Curly Parsley vegetarian","Arcadie","b","c","1","","","","","","2.6"," 2.40","","","2.60 CHF/100gE 2.40 CHF","10/24/2022"
"Basil and ricotta ravioli with tomato sauce and spinach shoots vegetarian","Arcadie","a","c","1","","10","12","12","12","","","","","E 10.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","10/24/2022"
"Vegetable Lasagna vegetarian","Arcadie","b","c","1","","8.1","8.8","11.3","9.9","","","","","E 8.10 CHFD 8.80 CHFC 9.90 CHFV 11.30 CHF","10/24/2022"
"[Italian Bowl] Mozzarella, sun-dried tomatoes, capers, caponata, wheat semolina, salad vegetarian","Arcadie","a-","c","1","","","","","","","","10.50","","10.50 CHF","10/24/2022"
"[Formule En-Cas] 1 Croque-Monsieur ou 1 Ramequin + 1 salade verte","Cyber café SV by Novae","","","","","","","","","","","4.00","","4.00 CHF","10/24/2022"
"[Formule Popote] 1 Croque-Monsieur ou 1 Ramequin + 1 petite soupe du jour + 1 salade verte","Cyber café SV by Novae","","","","","","","","","","","7.90","","7.90 CHF","10/24/2022"
"[Complete Formula] 1 Croque-Monsieur or 1 Ramequin + 1 small soup of the day + 1 green salad + 1 piece of pie of your choice","Cyber café SV by Novae","","","","","","","","","","","11.00","","11.00 CHF","10/24/2022"
"Salade FALAFEL:
Salade, Falafel, Carottes, Concombre, Yogourt, Olives, Pita, Coriandre vegetarian","Giacometti","b+","d","1","","","","","","","","9.00","","9.00 CHF","10/24/2022"
"Salade ITALIENNE:
Salade, Mozzarella, Tomates, Olives, Penne, Basilic, Croutons, Pesto vegetarian","Giacometti","b+","d","1","","","","","","","","9.00","","9.00 CHF","10/24/2022"
"Notre gamme de sandwichs végé:
Assortiment varié (Falafel, tomate mozza...) vegetarian","Giacometti","b-","e","1","","","","","","","","8.00","","8.00 CHF","10/24/2022"
"Notre gamme de sandwichs végé:
Assortiment varié (Falafel, tomate mozza...) vegetarian","Giacometti","b-","e","1","","","","","","","","8.00","","8.00 CHF","10/24/2022"
"Pad Thaï with Vegetables
Spicy soy sauce
Fried onion and cashew nuts","Ginko","b","b","","","11.5","12","13.5","12.5","","","","","E 11.50 CHFD 12.00 CHFC 12.50 CHFV 13.50 CHF","10/24/2022"
"Texas veggie burger, BBQ sauce, Cheddar, Salad, Pickles, Onion rings and FriesOrigin: CH","Hopper","c","c","","CH","","","","","","","14.50","","14.50 CHF","10/24/2022"
"Tagliatelle quattro Formaggie and toasted almonds vegetarian","Hopper","b-","d","1","","8.6","9.9","13.5","11","","","","","E 8.60 CHFD 9.90 CHFC 11.00 CHFV 13.50 CHF","10/24/2022"
"Salade verte Fruits frais au choixTagliatelle quattro Formaggie et amandes grillées vegetarian","Hopper","b+","c","1","","9.7","12.1","15.2","13.2","","","","","E 9.70 CHFD 12.10 CHFC 13.20 CHFV 15.20 CHF","10/24/2022"
"Vegetarian Tacos (Vegetarian Chopped, Cheddar, BBQ and Tomato Sauce) vegetarian","Hopper","b+","c","1","","8.1","9.9","13.6","11","","","","","E 8.10 CHFD 9.90 CHFC 11.00 CHFV 13.60 CHF","10/24/2022"
"Beef Hachi Parmentier
Vegetables and green saladOrigin: CH","La Ruche","a","d","","CH","11","12","14","13","","","","","E 11.00 CHFD 12.00 CHFC 13.00 CHFV 14.00 CHF","10/24/2022"
"Pearl barley risotto
Pan-fried mushrooms","La Ruche","a-","b","","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","10/24/2022"
"Tagliatelle aux deux saumonsOrigin: NO","La Ruche","b","d","","NO","0","12","12","12","","","","","E 0.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","10/24/2022"
"[Mexican Veggie Burger] Pain bun, mayonnaise au curry, cheddar, tomates, sucrine, galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée
 vegetarian","La Table de Vallotton by Novae","b","c","1","","13","16","16","16","","","","","E 13.00 CHFD 16.00 CHFC 16.00 CHFV 16.00 CHF","10/24/2022"
"[La Pasta Veggie] Penne, champignon du moment, crème de Grana Padano, roquette, chips de parmesan vegetarian","La Table de Vallotton by Novae","a-","c","1","","13","16","16","16","","","","","E 13.00 CHFD 16.00 CHFC 16.00 CHFV 16.00 CHF","10/24/2022"
"[La Cocotte veggie] Semoule de blé, citron confit, pois chiche, courgettes, carottes et radis bière, bouillon aux épices vegetarian","La Table de Vallotton by Novae","b+","c","1","","17","20","20","20","","","","","E 17.00 CHFD 20.00 CHFC 20.00 CHFV 20.00 CHF","10/24/2022"
"[La Salade Veggie] Salade César avec sucrine, tomates cerises, parmesan, croûtons, sauce César, quorn, oeuf
 vegetarian","La Table de Vallotton by Novae","b+","d","1","","15","18","18","18","","","","","E 15.00 CHFD 18.00 CHFC 18.00 CHFV 18.00 CHF","10/24/2022"
"[La Pièce du Primeur] Aubergine grillée, jus corsé curry-tomate, riz jasmin parfumé à la cannelle, sauce raïta vegetarian","La Table de Vallotton by Novae","b","c","1","","19","22","22","22","","","","","E 19.00 CHFD 22.00 CHFC 22.00 CHFV 22.00 CHF","10/24/2022"
"[Les Douceurs] Sélection de desserts ""signature"" à l'assiette","La Table de Vallotton by Novae","","","","","7","8","8","8","","","","","E 7.00 CHFD 8.00 CHFC 8.00 CHFV 8.00 CHF","10/24/2022"
"Planted Chicken Curry, Roasted Potato with Herbs, Peas and Carrot","Le Klee by Novae","a-","c","","","","","","","","","","","Le Klee by Novae","10/24/2022"
"Tortellini with mushrooms and parmesan cream","Microcity","a-","b","","","10.5","12","14","13","","","","","E 10.50 CHFD 12.00 CHFC 13.00 CHFV 14.00 CHF","10/24/2022"
"Ramen with gyoza, Asian vegetables","Microcity","b+","c","","","10.5","12","14","13","","","","","E 10.50 CHFD 12.00 CHFC 13.00 CHFV 14.00 CHF","10/24/2022"
"Neapolitan pizza, arugula salad, soup or green salad","Microcity","b+","b","","","8.1","8.8","11.3","9.9","","","","","E 8.10 CHFD 8.80 CHFC 9.90 CHFV 11.30 CHF","10/24/2022"
"Autumn Salad: Endive, potatoes, Gruyère cheese, onions, nuts","Microcity","b","b","","","12","12","12","12","","","","","E 12.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","10/24/2022"
"Bowl Végétarien","Montreux Jazz Café","","","","","","","","","","","","","Montreux Jazz Café","10/24/2022"
"Salade de Chèvre chaud","Montreux Jazz Café","","","","","","","","","","","20.00","","20.00 CHF","10/24/2022"
"Sausage by Native roasted, mashed potatoes and squash, broccoli tops with slivered almonds and our own brown sauce vegan","Native","a+","b","","","11.3","12.1","14.1","12.6","","","","","D 12.10 CHFC 12.60 CHFV 14.10 CHFE 11.30 CHF","10/24/2022"
"BuffetOrigin: suisse vegetarian","Native","a","b","1","suisse vegetarian","","","","","2.5","","","","2.50 CHF/100g","10/24/2022"
"Make your own galette:
(Béchamel, Candied shallots, Cheeses, Arugula, Spinach and Candied tomatoes) vegetarian","Niki","b+","c","1","","","","","","","","9.50","","9.50 CHF","10/24/2022"
"Notre bar à crêpes toute la journée 
(Caramel beurre salé, banane, citron sucre, Chocolat...)","Niki","c-","c","","","","","","","","","5.00","","5.00 CHF","10/24/2022"
"Gaufre party toute la journée 
(Caramel beurre salé, banane, citron sucre, Chocolat...)","Niki","c-","d","","","","","","","","","5.00","","5.00 CHF","10/24/2022"
"Pizza Rösti with eggplant, zucchini, tomatoes, peppers and mozzarella vegetarian","Ornithorynque","b","c","1","","8","9.5","10.9","9.9","","","","","E 8.00 CHFD 9.50 CHFC 9.90 CHFV 10.90 CHF","10/24/2022"
"Empanadas with cheese, chimichurri sauce and mixed salad vegetarian","Ornithorynque","b+","c","1","","9.5","10.5","12","11","","","","","E 9.50 CHFD 10.50 CHFC 11.00 CHFV 12.00 CHF","10/24/2022"
"[Salad'Bar Veggie] Végétarien et vegan - Composez vous-même votre salade - Sélection de salades composées, crudités, légumineuses, céréales, condiments, protéines végétales vegetarian","Ornithorynque","b","b","1","","","","","","2.5"," 2.30","","","2.50 CHF/100gE 2.30 CHF","10/24/2022"
"Tofu piccata, Thai sauce, Asian vegetable noodles vegetarian","Ornithorynque","a-","c","1","","10.5","11.5","14","13","","","","","E 10.50 CHFD 11.50 CHFC 13.00 CHFV 14.00 CHF","10/24/2022"
"Fusilli with pesto rosso and grilled vegetables, grana and arugula vegetarian","Ornithorynque","a","c","1","","5.9","7","9","8","","","","","E 5.90 CHFD 7.00 CHFC 8.00 CHFV 9.00 CHF","10/24/2022"
"Lentil Daal with curried cauliflower, yogurt sauce and salad menu","PUUR","a","c","","","","","","","","","14.90","","14.90 CHF","10/24/2022"
"Mushroom and spätzli pan-fried, autumn vegetables, onion confit, cheese shavings and mesclun salad","PUUR","b","d","","","","","","","","","14.90","","14.90 CHF","10/24/2022"
"Homemade fresh pasta with gorgonzola cream and broccoli rosettes, Grana Padano cheese and toasted walnuts","PUUR","a","d","","","","","","","","","13.90","","13.90 CHF","10/24/2022"
"Medallions of venison with cranberry sauce Spätzli, candied red cabbage, caramelized chestnuts, half baked appleOrigin: EU","PUUR","a+","e","","EU","","","","","","","17.90","","17.90 CHF","10/24/2022"
"Salad buffet","PUUR","a","c","","","","","","","3.1","","","","3.10 CHF/100g","10/24/2022"
"Tagliatelle quattro Formaggie and toasted almonds vegetarian","Piano","b-","d","1","","8.6","9.9","13.5","11","","","","","E 8.60 CHFD 9.90 CHFC 11.00 CHFV 13.50 CHF","10/24/2022"
"Eggs Florentine, Mashed Apples and Carrots with Cumin SeedsOrigin: CH vegetarian","Piano","a-","c","1","CH vegetarian","13.8","14.9","16.9","14.9","","","","","E 13.80 CHFD 14.90 CHFC 14.90 CHFV 16.90 CHF","10/24/2022"
"Grillade Végétarienne:
Steak de légumes  vegetarian","Piano","b","c","1","","","","","","","","9.30","","9.30 CHF","10/24/2022"
"Our map vegetarian","Piano","b-","d","1","","","","","","","","14.90","","14.90 CHF","10/24/2022"
"buffet vegetarian","Piano","b-","e","1","","","","","","2.9","","","","2.90 CHF/100g","10/24/2022"
"Casserole of gnocchi al Funghi","Piano","b+","c","","","8.1","8.8","11.3","9.9","","","","","E 8.10 CHFD 8.80 CHFC 9.90 CHFV 11.30 CHF","10/24/2022"
"Cold veggie buffet of the moment:
Assortment of raw vegetables, cooked, starch, proteins... vegetarian","Piano","b+","c","1","","","","","","2.9","","","","2.90 CHF/100g","10/24/2022"
"Salade verte Fruits frais au choixTagliatelle quattro Formaggie et amandes grillées vegetarian","Piano","b+","c","1","","9.7","12.1","15.2","13.2","","","","","E 9.70 CHFD 12.10 CHFC 13.20 CHFV 15.20 CHF","10/24/2022"
"Pizza quatre fromages vegetarian","Satellite","","","1","","","","","","","","4.50","","4.50 CHF","10/24/2022"
"Tartine chaude - Tomme vaudoise vegetarian","Satellite","","","1","","","","","","","","5.00","","5.00 CHF","10/24/2022"
"Sandwichs végétariens
Végan, Végétarien, Crudités, Pomme-noix, Fromage aux herbes, Chèvre, Parmesan, Gruyère vegetarian","Satellite","","","1","","","","","","","","5.00","","5.00 CHF","10/24/2022"
"RICE POKE BOWLS
(Riz sushi, jeunes pousses, Carottes colorées, Choux fleur pickles, Radis, Concombre, Julienne de pois gourmand, Wakame, Pousse de soja, Tofu frit et Omelette soba, Emincé vgé) vegetarian","Zaha","b","c","1","","12.5","13.8","15.8","13.8","","","D 13.80","8.2","D 13.80 CHFC 13.80 CHFV 15.80 CHF½ 8.20 CHFE 12.50 CHF","10/24/2022"
"NODDLES POE BOWLS
(Nouilles Soba, Maïs et pois, Choux rouges, Pousse mango, Julienne de pois gourmand, Basilic Thaï, Carottes croquantes et Tofu frit) vegetarian","Zaha","b+","c","1","","12.5","13.8","15.8","13.8","","","D 13.80","8.2","D 13.80 CHFC 13.80 CHFV 15.80 CHFE 12.50 CHF½ 8.20 CHF","10/24/2022"
"Crème à la Courge et sa garniture			
Huile de courge","Alpine","c","a","","","8.1","8.8","11.3","9.9","","","","","E 8.10 CHFD 8.80 CHFC 9.90 CHFV 11.30 CHF","10/25/2022"
"Palak Paneer
Turmeric and Pistachio Rice
Indian style toppings","Alpine","a","c","","","8.6","9.9","12.4","11","","","","","E 8.60 CHFD 9.90 CHFC 11.00 CHFV 12.40 CHF","10/25/2022"
"Tzigane ham, brown sauce
Gratin Dauphinois
Steamed beans","Alpine","c+","e","","","11.5","12","13.5","12.5","","","","","D 12.00 CHFE 11.50 CHFC 12.50 CHFV 13.50 CHF","10/25/2022"
"Ragoût de Bœuf Suisse à l'Oriental
Boulgour aux herbes
Carottes au cumin","Alpine","a-","e","","","13.5","14","15.5","14","","","","","E 13.50 CHFD 14.00 CHFC 14.00 CHFV 15.50 CHF","10/25/2022"
"Trofie with carbonara sauce and curly parsleyOrigin: Porc - Suisse","Arcadie","b","d","","Porc - Suisse","","","","","2.6"," 2.40","","","2.60 CHF/100gE 2.40 CHF","10/25/2022"
"Ravioli ricotta et basilic, sauce tomate et pousses d'épinards vegetarian","Arcadie","a","c","1","","10","12","12","12","","","","","E 10.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","10/25/2022"
"Vegetable Lasagna vegetarian","Arcadie","b","c","1","","8.1","8.8","11.3","9.9","","","","","E 8.10 CHFD 8.80 CHFC 9.90 CHFV 11.30 CHF","10/25/2022"
"[Italian Bowl] Mozzarella, tomates séchées, câpres, caponata, semoule de blé, salade  vegetarian","Arcadie","a-","c","1","","","","","","","","10.50","","10.50 CHF","10/25/2022"
"[Formule En-Cas] 1 Croque-Monsieur ou 1 Ramequin + 1 salade verte","Cyber café SV by Novae","","","","","","","","","","","4.00","","4.00 CHF","10/25/2022"
"[Formule Popote] 1 Croque-Monsieur ou 1 Ramequin + 1 petite soupe du jour + 1 salade verte","Cyber café SV by Novae","","","","","","","","","","","7.90","","7.90 CHF","10/25/2022"
"[Formule Complète] 1 Croque-Monsieur ou 1 Ramequin + 1 petite soupe du jour + 1 salade verte + 1 part de tarte au choix","Cyber café SV by Novae","","","","","","","","","","","11.00","","11.00 CHF","10/25/2022"
"Salade FALAFEL:
Salade, Falafel, Carottes, Concombre, Yogourt, Olives, Pita, Coriandre vegetarian","Giacometti","b+","d","1","","","","","","","","9.00","","9.00 CHF","10/25/2022"
"Salade ITALIENNE:
Salade, Mozzarella, Tomates, Olives, Penne, Basilic, Croutons, Pesto vegetarian","Giacometti","b+","d","1","","","","","","","","9.00","","9.00 CHF","10/25/2022"
"Salade CHICKEN:
Salade, Poulet rôti, parmesan, croutons, oignons, Tomates, Ciboulette, carottes râpéesOrigin: CH","Giacometti","b+","e","","CH","","","","","","","9.00","","9.00 CHF","10/25/2022"
"Notre gamme de sandwichs:
Assortiment varié (Dinde fumée, tomate mozza...)Origin: CH","Giacometti","b-","e","","CH","","","","","","","8.00","","8.00 CHF","10/25/2022"
"Swiss Beef Asian Style
Cantonese Rice
Stir-fried vegetables","Ginko","b","d","","","11.5","12","13.5","12.5","","","","","E 11.50 CHFD 12.00 CHFC 12.50 CHFV 13.50 CHF","10/25/2022"
"Texas burger, sauce BBQ, Cheddar, Salade, Cornichons, Oignons rings et FritesOrigin: CH","Hopper","b","e","","CH","","","","","","","14.50","","14.50 CHF","10/25/2022"
"Gnocchi alla BologneseOrigin: CH","Hopper","b","e","","CH","8.6","9.9","13.5","11","","","","","E 8.60 CHFD 9.90 CHFC 11.00 CHFV 13.50 CHF","10/25/2022"
"Salade verte Fruits frais au choixGnocchi alla BolognaiseOrigin: CH","Hopper","a-","e","","CH","9.7","12.1","15.2","13.2","","","","","E 9.70 CHFD 12.10 CHFC 13.20 CHFV 15.20 CHF","10/25/2022"
"Nuggets de poulet, frites et saladesOrigin: CH","Hopper","d","e","","CH","8.1","9.9","13.6","11","","","","","E 8.10 CHFD 9.90 CHFC 11.00 CHFV 13.60 CHF","10/25/2022"
